rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
82.0,Nigeria,NGA,434.0,442.0,5,CAF,1999-11-17
81.0,Canada,CAN,435.0,438.0,-1,CONCACAF,1999-11-17
102.0,Congo,CGO,378.0,366.0,-3,CAF,1999-11-17
128.0,Liechtenstein,LIE,255.0,260.0,0,UEFA,1999-11-17
103.0,Kenya,KEN,373.0,373.0,1,CAF,1999-11-17
105.0,Liberia,LBR,372.0,373.0,4,CAF,1999-11-17
126.0,Tanzania,TAN,262.0,268.0,3,CAF,1999-11-17
125.0,Hong Kong,HKG,269.0,196.0,-15,AFC,1999-11-17
124.0,Luxembourg,LUX,271.0,271.0,2,UEFA,1999-11-17
123.0,Grenada,GRN,272.0,273.0,2,CONCACAF,1999-11-17
122.0,Turkmenistan,TKM,276.0,266.0,-3,AFC,1999-11-17
121.0,Sierra Leone,SLE,281.0,293.0,3,CAF,1999-11-17
120.0,Malta,MLT,288.0,287.0,0,UEFA,1999-11-17
119.0,Mauritius,MRI,289.0,289.0,0,CAF,1999-11-17
118.0,Kazakhstan,KAZ,295.0,297.0,1,UEFA,1999-11-17
117.0,Tajikistan,TJK,306.0,250.0,-13,AFC,1999-11-17
116.0,Malaysia,MAS,313.0,317.0,1,AFC,1999-11-17
115.0,Jordan,JOR,314.0,314.0,-1,AFC,1999-11-17
114.0,Barbados,BRB,321.0,321.0,1,CONCACAF,1999-11-17
113.0,Malawi,MWI,322.0,329.0,1,CAF,1999-11-17
112.0,Faroe Islands,FRO,331.0,336.0,1,UEFA,1999-11-17
111.0,Venezuela,VEN,336.0,339.0,1,CONMEBOL,1999-11-17
110.0,India,IND,341.0,318.0,-4,AFC,1999-11-17
109.0,Lebanon,LBN,341.0,347.0,1,AFC,1999-11-17
108.0,Uganda,UGA,342.0,342.0,-1,CAF,1999-11-17
107.0,Syria,SYR,345.0,352.0,0,AFC,1999-11-17
106.0,Vietnam,VIE,363.0,363.0,0,AFC,1999-11-17
104.0,Singapore,SGP,372.0,373.0,1,AFC,1999-11-17
179.0,Pakistan,PAK,78.0,73.0,-2,AFC,1999-11-17
180.0,Cook Islands,COK,75.0,77.0,2,OFC,1999-11-17
181.0,Papua New Guinea,PNG,75.0,77.0,2,OFC,1999-11-17
28.0,Ukraine,UKR,608.0,618.0,4,UEFA,1999-11-17
29.0,Tunisia,TUN,597.0,584.0,-4,CAF,1999-11-17
30.0,Belgium,BEL,593.0,584.0,-2,UEFA,1999-11-17
31.0,South Africa,RSA,592.0,594.0,2,CAF,1999-11-17
32.0,Poland,POL,589.0,591.0,1,UEFA,1999-11-17
33.0,Turkey,TUR,584.0,568.0,-4,UEFA,1999-11-17
34.0,Greece,GRE,582.0,591.0,4,UEFA,1999-11-17
35.0,Zambia,ZAM,576.0,581.0,1,CAF,1999-11-17
36.0,Republic of Ireland,IRL,572.0,578.0,1,UEFA,1999-11-17
37.0,Bulgaria,BUL,571.0,573.0,1,UEFA,1999-11-17
38.0,Egypt,EGY,560.0,563.0,0,CAF,1999-11-17
39.0,Saudi Arabia,KSA,559.0,563.0,0,AFC,1999-11-17
40.0,Trinidad and Tobago,TRI,554.0,554.0,-1,CONCACAF,1999-11-17
41.0,Korea Republic,KOR,551.0,557.0,1,AFC,1999-11-17
42.0,Uruguay,URU,546.0,553.0,0,CONMEBOL,1999-11-17
43.0,Slovenia,SVN,544.0,523.0,-10,UEFA,1999-11-17
44.0,Jamaica,JAM,544.0,543.0,0,CONCACAF,1999-11-17
45.0,Peru,PER,540.0,545.0,2,CONMEBOL,1999-11-17
46.0,IR Iran,IRN,539.0,537.0,-2,AFC,1999-11-17
47.0,Hungary,HUN,536.0,538.0,1,UEFA,1999-11-17
48.0,Iceland,ISL,533.0,537.0,1,UEFA,1999-11-17
27.0,Austria,AUT,609.0,616.0,2,UEFA,1999-11-17
49.0,Switzerland,SUI,529.0,530.0,-1,UEFA,1999-11-17
26.0,Israel,ISR,609.0,614.0,-1,UEFA,1999-11-17
24.0,Morocco,MAR,611.0,613.0,-4,CAF,1999-11-17
3.0,Czechia,CZE,768.0,771.0,1,UEFA,1999-11-17
4.0,Spain,ESP,758.0,767.0,0,UEFA,1999-11-17
5.0,Germany,GER,739.0,734.0,0,UEFA,1999-11-17
6.0,Croatia,CRO,719.0,726.0,0,UEFA,1999-11-17
7.0,Argentina,ARG,715.0,713.0,-1,CONMEBOL,1999-11-17
8.0,Norway,NOR,715.0,716.0,1,UEFA,1999-11-17
9.0,Romania,ROU,714.0,713.0,0,UEFA,1999-11-17
10.0,Mexico,MEX,704.0,709.0,-1,CONCACAF,1999-11-17
11.0,England,ENG,703.0,688.0,-1,UEFA,1999-11-17
12.0,Italy,ITA,697.0,709.0,2,UEFA,1999-11-17
13.0,Yugoslavia,YUG,691.0,669.0,-2,UEFA,1999-11-17
14.0,Denmark,DEN,682.0,660.0,-3,UEFA,1999-11-17
15.0,Portugal,POR,674.0,686.0,2,UEFA,1999-11-17
16.0,Sweden,SWE,670.0,677.0,2,UEFA,1999-11-17
17.0,Netherlands,NED,656.0,664.0,1,UEFA,1999-11-17
18.0,Paraguay,PAR,645.0,647.0,0,CONMEBOL,1999-11-17
19.0,Russia,RUS,641.0,639.0,0,UEFA,1999-11-17
20.0,Slovakia,SVK,634.0,625.0,-1,UEFA,1999-11-17
21.0,USA,USA,623.0,621.0,-1,CONCACAF,1999-11-17
22.0,Chile,CHI,618.0,618.0,-1,CONMEBOL,1999-11-17
23.0,Scotland,SCO,617.0,630.0,3,UEFA,1999-11-17
25.0,Colombia,COL,611.0,616.0,-1,CONMEBOL,1999-11-17
50.0,Lithuania,LTU,527.0,540.0,5,UEFA,1999-11-17
51.0,Côte d'Ivoire,CIV,526.0,530.0,2,CAF,1999-11-17
52.0,Japan,JPN,517.0,529.0,1,AFC,1999-11-17
202.0,Anguilla,AIA,3.0,3.0,1,CONCACAF,1999-11-17
201.0,Montserrat,MSR,3.0,3.0,-1,CONCACAF,1999-11-17
200.0,Guam,GUM,4.0,4.0,0,AFC,1999-11-17
199.0,American Samoa,ASA,6.0,6.0,0,OFC,1999-11-17
198.0,Mongolia,MNG,6.0,6.0,0,AFC,1999-11-17
197.0,Somalia,SOM,14.0,14.0,1,CAF,1999-11-17
196.0,Sao Tome and Principe,STP,15.0,15.0,1,CAF,1999-11-17
195.0,Turks and Caicos Islands,TCA,19.0,19.0,2,CONCACAF,1999-11-17
194.0,Djibouti,DJI,21.0,21.0,2,CAF,1999-11-17
193.0,Equatorial Guinea,EQG,21.0,15.0,-1,CAF,1999-11-17
192.0,US Virgin Islands,VIR,32.0,32.0,1,CONCACAF,1999-11-17
191.0,Central African Republic,CTA,36.0,8.0,-6,CAF,1999-11-17
190.0,Nicaragua,NCA,41.0,41.0,0,CONCACAF,1999-11-17
189.0,Seychelles,SEY,45.0,46.0,0,CAF,1999-11-17
188.0,Aruba,ARU,46.0,47.0,2,CONCACAF,1999-11-17
187.0,Belize,BLZ,46.0,46.0,-1,CONCACAF,1999-11-17
186.0,Bahamas,BAH,47.0,47.0,-1,CONCACAF,1999-11-17
185.0,Brunei Darussalam,BRU,58.0,58.0,1,AFC,1999-11-17
184.0,Puerto Rico,PUR,60.0,62.0,1,CONCACAF,1999-11-17
183.0,Vanuatu,VAN,65.0,66.0,1,OFC,1999-11-17
182.0,Chad,CHA,75.0,56.0,-3,CAF,1999-11-17
78.0,Iraq,IRQ,441.0,402.0,-16,AFC,1999-11-17
77.0,Honduras,HON,443.0,447.0,2,CONCACAF,1999-11-17
76.0,Cuba,CUB,444.0,441.0,-3,CONCACAF,1999-11-17
75.0,Gabon,GAB,445.0,428.0,-11,CAF,1999-11-17
53.0,Angola,ANG,516.0,515.0,-2,CAF,1999-11-17
54.0,Finland,FIN,509.0,523.0,2,UEFA,1999-11-17
79.0,Uzbekistan,UZB,438.0,440.0,-1,AFC,1999-11-17
56.0,Cameroon,CMR,505.0,511.0,0,CAF,1999-11-17
57.0,Bolivia,BOL,500.0,507.0,0,CONMEBOL,1999-11-17
58.0,Cyprus,CYP,498.0,470.0,-11,UEFA,1999-11-17
59.0,Zaire,ZAI,496.0,493.0,-1,CAF,1999-11-17
60.0,China PR,CHN,493.0,494.0,1,AFC,1999-11-17
61.0,Latvia,LVA,488.0,483.0,-4,UEFA,1999-11-17
62.0,Ecuador,ECU,487.0,490.0,1,CONMEBOL,1999-11-17
1.0,Brazil,BRA,838.0,839.0,0,CONMEBOL,1999-11-17
63.0,Thailand,THA,485.0,479.0,-3,AFC,1999-11-17
65.0,Georgia,GEO,483.0,488.0,3,UEFA,1999-11-17
66.0,United Arab Emirates,UAE,480.0,485.0,3,AFC,1999-11-17
67.0,Kuwait,KUW,475.0,501.0,9,AFC,1999-11-17
68.0,Zimbabwe,ZIM,472.0,472.0,0,CAF,1999-11-17
69.0,Costa Rica,CRC,471.0,473.0,2,CONCACAF,1999-11-17
70.0,Burkina Faso,BFA,461.0,450.0,-3,CAF,1999-11-17
71.0,Guatemala,GUA,455.0,453.0,0,CONCACAF,1999-11-17
72.0,Mali,MLI,453.0,454.0,2,CAF,1999-11-17
73.0,Estonia,EST,452.0,451.0,1,UEFA,1999-11-17
74.0,Bosnia and Herzegovina,BIH,447.0,442.0,-2,UEFA,1999-11-17
64.0,North Macedonia,MKD,484.0,483.0,0,UEFA,1999-11-17
202.0,Anguilla,AIA,3.0,3.0,0,CONCACAF,1999-12-22
76.0,Nigeria,NGA,444.0,434.0,-6,CAF,1999-12-22
200.0,Guam,GUM,4.0,4.0,0,AFC,1999-12-22
71.0,Burkina Faso,BFA,456.0,461.0,1,CAF,1999-12-22
70.0,Estonia,EST,460.0,452.0,-3,UEFA,1999-12-22
69.0,Honduras,HON,462.0,443.0,-8,CONCACAF,1999-12-22
68.0,North Macedonia,MKD,469.0,484.0,4,UEFA,1999-12-22
67.0,Zimbabwe,ZIM,474.0,472.0,-1,CAF,1999-12-22
66.0,Georgia,GEO,475.0,483.0,1,UEFA,1999-12-22
65.0,Ecuador,ECU,477.0,487.0,3,CONMEBOL,1999-12-22
64.0,Costa Rica,CRC,483.0,471.0,-5,CONCACAF,1999-12-22
63.0,Cyprus,CYP,488.0,498.0,5,UEFA,1999-12-22
62.0,Latvia,LVA,489.0,488.0,1,UEFA,1999-12-22
61.0,Bolivia,BOL,490.0,500.0,4,CONMEBOL,1999-12-22
60.0,Thailand,THA,492.0,485.0,-3,AFC,1999-12-22
59.0,Congo DR,COD,493.0,0.0,59,CAF,1999-12-22
58.0,Cameroon,CMR,497.0,505.0,2,CAF,1999-12-22
57.0,Japan,JPN,501.0,517.0,5,AFC,1999-12-22
56.0,Finland,FIN,508.0,509.0,2,UEFA,1999-12-22
55.0,Uzbekistan,UZB,513.0,438.0,-24,AFC,1999-12-22
54.0,United Arab Emirates,UAE,515.0,480.0,-12,AFC,1999-12-22
53.0,Côte d'Ivoire,CIV,515.0,526.0,2,CAF,1999-12-22
52.0,Angola,ANG,517.0,516.0,-1,CAF,1999-12-22
51.0,Korea Republic,KOR,522.0,551.0,10,AFC,1999-12-22
72.0,Mali,MLI,456.0,453.0,0,CAF,1999-12-22
50.0,Lithuania,LTU,524.0,527.0,0,UEFA,1999-12-22
73.0,Guatemala,GUA,453.0,455.0,2,CONCACAF,1999-12-22
75.0,Bosnia and Herzegovina,BIH,447.0,447.0,1,UEFA,1999-12-22
97.0,Azerbaijan,AZE,390.0,389.0,-1,UEFA,1999-12-22
96.0,El Salvador,SLV,396.0,399.0,1,CONCACAF,1999-12-22
95.0,Belarus,BLR,396.0,395.0,-1,UEFA,1999-12-22
94.0,Congo,CGO,397.0,378.0,-8,CAF,1999-12-22
93.0,Moldova,MDA,398.0,401.0,0,UEFA,1999-12-22
92.0,Oman,OMA,405.0,412.0,1,AFC,1999-12-22
91.0,Guinea,GUI,406.0,415.0,1,CAF,1999-12-22
90.0,Indonesia,IDN,410.0,393.0,-7,AFC,1999-12-22
89.0,Australia,AUS,410.0,432.0,4,AFC,1999-12-22
88.0,China PR,CHN,412.0,493.0,28,AFC,1999-12-22
87.0,Togo,TOG,416.0,420.0,-2,CAF,1999-12-22
86.0,Algeria,ALG,422.0,426.0,-2,CAF,1999-12-22
85.0,Armenia,ARM,423.0,426.0,-2,UEFA,1999-12-22
84.0,Northern Ireland,NIR,427.0,435.0,4,UEFA,1999-12-22
83.0,Albania,ALB,428.0,427.0,-3,UEFA,1999-12-22
82.0,Kuwait,KUW,429.0,475.0,15,AFC,1999-12-22
81.0,Canada,CAN,430.0,435.0,0,CONCACAF,1999-12-22
80.0,Namibia,NAM,432.0,433.0,-4,CAF,1999-12-22
79.0,Senegal,SEN,440.0,434.0,-4,CAF,1999-12-22
78.0,Iraq,IRQ,441.0,441.0,0,AFC,1999-12-22
77.0,Cuba,CUB,441.0,444.0,1,CONCACAF,1999-12-22
74.0,Gabon,GAB,452.0,445.0,-1,CAF,1999-12-22
98.0,Wales,WAL,389.0,401.0,4,UEFA,1999-12-22
49.0,IR Iran,IRN,525.0,539.0,3,AFC,1999-12-22
47.0,Switzerland,SUI,531.0,529.0,-2,UEFA,1999-12-22
21.0,Slovakia,SVK,626.0,634.0,1,UEFA,1999-12-22
20.0,Scotland,SCO,639.0,617.0,-3,UEFA,1999-12-22
19.0,Netherlands,NED,641.0,656.0,2,UEFA,1999-12-22
18.0,Russia,RUS,643.0,641.0,-1,UEFA,1999-12-22
17.0,Paraguay,PAR,648.0,645.0,-1,CONMEBOL,1999-12-22
16.0,Sweden,SWE,663.0,670.0,0,UEFA,1999-12-22
15.0,Portugal,POR,672.0,674.0,0,UEFA,1999-12-22
14.0,Italy,ITA,685.0,697.0,2,UEFA,1999-12-22
13.0,Yugoslavia,YUG,694.0,691.0,0,UEFA,1999-12-22
12.0,England,ENG,695.0,703.0,1,UEFA,1999-12-22
11.0,Denmark,DEN,697.0,682.0,-3,UEFA,1999-12-22
10.0,Mexico,MEX,706.0,704.0,0,CONCACAF,1999-12-22
9.0,Croatia,CRO,713.0,719.0,3,UEFA,1999-12-22
8.0,Romania,ROU,715.0,714.0,-1,UEFA,1999-12-22
7.0,Norway,NOR,718.0,715.0,-1,UEFA,1999-12-22
6.0,Argentina,ARG,721.0,715.0,-1,CONMEBOL,1999-12-22
5.0,Germany,GER,739.0,739.0,0,UEFA,1999-12-22
4.0,Spain,ESP,753.0,758.0,0,UEFA,1999-12-22
201.0,Montserrat,MSR,4.0,3.0,0,CONCACAF,1999-12-22
2.0,Czechia,CZE,774.0,768.0,-1,UEFA,1999-12-22
1.0,Brazil,BRA,839.0,838.0,0,CONMEBOL,1999-12-22
22.0,USA,USA,620.0,623.0,1,CONCACAF,1999-12-22
48.0,Ghana,GHA,525.0,505.0,-7,CAF,1999-12-22
23.0,Chile,CHI,618.0,618.0,1,CONMEBOL,1999-12-22
25.0,Colombia,COL,614.0,611.0,0,CONMEBOL,1999-12-22
46.0,Uruguay,URU,533.0,546.0,4,CONMEBOL,1999-12-22
45.0,Hungary,HUN,533.0,536.0,-2,UEFA,1999-12-22
44.0,Trinidad and Tobago,TRI,536.0,554.0,4,CONCACAF,1999-12-22
43.0,Iceland,ISL,536.0,533.0,-5,UEFA,1999-12-22
42.0,Peru,PER,538.0,540.0,-3,CONMEBOL,1999-12-22
41.0,Jamaica,JAM,539.0,544.0,-3,CONCACAF,1999-12-22
40.0,Slovenia,SVN,544.0,544.0,-3,UEFA,1999-12-22
39.0,Saudi Arabia,KSA,556.0,559.0,0,AFC,1999-12-22
38.0,Egypt,EGY,556.0,560.0,0,CAF,1999-12-22
37.0,Bulgaria,BUL,563.0,571.0,0,UEFA,1999-12-22
36.0,Zambia,ZAM,571.0,576.0,1,CAF,1999-12-22
35.0,Republic of Ireland,IRL,576.0,572.0,-1,UEFA,1999-12-22
34.0,Greece,GRE,582.0,582.0,0,UEFA,1999-12-22
33.0,Belgium,BEL,588.0,593.0,3,UEFA,1999-12-22
32.0,Poland,POL,589.0,589.0,0,UEFA,1999-12-22
31.0,Tunisia,TUN,596.0,597.0,2,CAF,1999-12-22
30.0,South Africa,RSA,597.0,592.0,-1,CAF,1999-12-22
29.0,Turkey,TUR,598.0,584.0,-4,UEFA,1999-12-22
28.0,Austria,AUT,603.0,609.0,1,UEFA,1999-12-22
27.0,Ukraine,UKR,609.0,608.0,-1,UEFA,1999-12-22
26.0,Israel,ISR,609.0,609.0,0,UEFA,1999-12-22
24.0,Morocco,MAR,615.0,611.0,0,CAF,1999-12-22
99.0,Haiti,HAI,384.0,385.0,-1,CONCACAF,1999-12-22
3.0,France,FRA,765.0,770.0,1,UEFA,1999-12-22
101.0,Mozambique,MOZ,380.0,386.0,2,CAF,1999-12-22
173.0,Guinea-Bissau,GNB,93.0,99.0,1,CAF,1999-12-22
172.0,Korea DPR,PRK,106.0,130.0,6,AFC,1999-12-22
171.0,Guyana,GUY,107.0,107.0,0,CONCACAF,1999-12-22
170.0,Palestine,PLE,114.0,113.0,1,AFC,1999-12-22
169.0,Eritrea,ERI,118.0,118.0,1,CAF,1999-12-22
168.0,Cambodia,CAM,118.0,109.0,-2,AFC,1999-12-22
166.0,Chad,CHA,127.0,75.0,-16,CAF,1999-12-22
165.0,Botswana,BOT,131.0,133.0,0,CAF,1999-12-22
164.0,Niger,NIG,137.0,147.0,3,CAF,1999-12-22
163.0,Bermuda,BER,137.0,135.0,-1,CONCACAF,1999-12-22
162.0,Suriname,SUR,138.0,140.0,0,CONCACAF,1999-12-22
161.0,British Virgin Islands,VGB,141.0,139.0,-2,CONCACAF,1999-12-22
160.0,Mauritania,MTN,145.0,153.0,2,CAF,1999-12-22
159.0,Kyrgyz Republic,KGZ,147.0,151.0,-1,AFC,1999-12-22
158.0,Yemen,YEM,149.0,156.0,2,AFC,1999-12-22
157.0,Nepal,NEP,160.0,157.0,2,AFC,1999-12-22
156.0,Laos,LAO,164.0,166.0,3,AFC,1999-12-22
155.0,Dominican Republic,DOM,165.0,165.0,1,CONCACAF,1999-12-22
154.0,Lesotho,LES,170.0,172.0,3,CAF,1999-12-22
153.0,Sri Lanka,SRI,173.0,180.0,7,AFC,1999-12-22
152.0,St Lucia,LCA,174.0,177.0,4,CONCACAF,1999-12-22
174.0,Chinese Taipei,TPE,91.0,94.0,1,AFC,1999-12-22
175.0,Central African Republic,CTA,87.0,36.0,-16,CAF,1999-12-22
176.0,Macau,MAC,85.0,88.0,2,AFC,1999-12-22
177.0,Cabo Verde,CPV,80.0,84.0,2,CAF,1999-12-22
100.0,New Zealand,NZL,381.0,384.0,-1,OFC,1999-12-22
199.0,American Samoa,ASA,6.0,6.0,0,OFC,1999-12-22
197.0,Somalia,SOM,14.0,14.0,0,CAF,1999-12-22
196.0,Turks and Caicos Islands,TCA,19.0,19.0,1,CONCACAF,1999-12-22
195.0,Djibouti,DJI,21.0,21.0,1,CAF,1999-12-22
194.0,US Virgin Islands,VIR,32.0,32.0,2,CONCACAF,1999-12-22
193.0,Nicaragua,NCA,40.0,41.0,3,CONCACAF,1999-12-22
192.0,Seychelles,SEY,43.0,45.0,3,CAF,1999-12-22
191.0,Aruba,ARU,44.0,46.0,3,CONCACAF,1999-12-22
190.0,Belize,BLZ,46.0,46.0,3,CONCACAF,1999-12-22
151.0,The Gambia,GAM,174.0,167.0,-1,CAF,1999-12-22
189.0,Bahamas,BAH,47.0,47.0,3,CONCACAF,1999-12-22
187.0,Sao Tome and Principe,STP,49.0,15.0,-9,CAF,1999-12-22
186.0,Puerto Rico,PUR,56.0,60.0,2,CONCACAF,1999-12-22
185.0,Brunei Darussalam,BRU,59.0,58.0,0,AFC,1999-12-22
184.0,Vanuatu,VAN,63.0,65.0,1,OFC,1999-12-22
183.0,Papua New Guinea,PNG,72.0,75.0,2,OFC,1999-12-22
182.0,Cook Islands,COK,73.0,75.0,2,OFC,1999-12-22
181.0,Philippines,PHI,75.0,80.0,3,AFC,1999-12-22
180.0,Samoa,SAM,79.0,82.0,3,OFC,1999-12-22
179.0,Pakistan,PAK,79.0,78.0,0,AFC,1999-12-22
178.0,Tonga,TGA,80.0,83.0,2,OFC,1999-12-22
188.0,Equatorial Guinea,EQG,48.0,21.0,-5,CAF,1999-12-22
150.0,San Marino,SMR,175.0,180.0,5,UEFA,1999-12-22
198.0,Mongolia,MNG,6.0,6.0,0,AFC,1999-12-22
148.0,Cayman Islands,CAY,176.0,155.0,-9,CONCACAF,1999-12-22
122.0,Hong Kong,HKG,268.0,269.0,-3,AFC,1999-12-22
121.0,Grenada,GRN,272.0,272.0,-2,CONCACAF,1999-12-22
120.0,Sierra Leone,SLE,274.0,281.0,-1,CAF,1999-12-22
119.0,Tajikistan,TJK,285.0,306.0,2,AFC,1999-12-22
118.0,Mauritius,MRI,289.0,289.0,-1,CAF,1999-12-22
117.0,Malaysia,MAS,307.0,313.0,1,AFC,1999-12-22
116.0,Malta,MLT,309.0,288.0,-4,UEFA,1999-12-22
115.0,Jordan,JOR,317.0,314.0,0,AFC,1999-12-22
114.0,Malawi,MWI,321.0,322.0,1,CAF,1999-12-22
113.0,Barbados,BRB,322.0,321.0,-1,CONCACAF,1999-12-22
112.0,Faroe Islands,FRO,331.0,331.0,0,UEFA,1999-12-22
111.0,Lebanon,LBN,334.0,341.0,2,AFC,1999-12-22
110.0,Venezuela,VEN,335.0,336.0,-1,CONMEBOL,1999-12-22
109.0,Syria,SYR,339.0,345.0,2,AFC,1999-12-22
108.0,Uganda,UGA,342.0,342.0,0,CAF,1999-12-22
107.0,Qatar,QAT,357.0,412.0,15,AFC,1999-12-22
106.0,India,IND,359.0,341.0,-4,AFC,1999-12-22
105.0,Liberia,LBR,370.0,372.0,0,CAF,1999-12-22
104.0,Singapore,SGP,372.0,372.0,0,AFC,1999-12-22
103.0,Kenya,KEN,373.0,373.0,0,CAF,1999-12-22
149.0,Dominica,DMA,175.0,177.0,2,CONCACAF,1999-12-22
123.0,Kazakhstan,KAZ,265.0,295.0,5,UEFA,1999-12-22
124.0,Luxembourg,LUX,265.0,271.0,0,UEFA,1999-12-22
102.0,Vietnam,VIE,374.0,363.0,-4,AFC,1999-12-22
146.0,Rwanda,RWA,180.0,151.0,-13,CAF,1999-12-22
147.0,Antigua and Barbuda,ATG,176.0,176.0,-2,CONCACAF,1999-12-22
145.0,Andorra,AND,180.0,180.0,1,UEFA,1999-12-22
144.0,Solomon Islands,SOL,182.0,188.0,2,OFC,1999-12-22
143.0,Maldives,MDV,185.0,174.0,-7,AFC,1999-12-22
142.0,Ethiopia,ETH,188.0,194.0,1,CAF,1999-12-22
141.0,St Vincent and the Grenadines,VIN,199.0,204.0,1,CONCACAF,1999-12-22
125.0,Liechtenstein,LIE,257.0,255.0,-3,UEFA,1999-12-22
139.0,Tahiti,TAH,210.0,218.0,3,OFC,1999-12-22
138.0,Panama,PAN,214.0,181.0,-5,CONCACAF,1999-12-22
137.0,St Kitts and Nevis,SKN,217.0,218.0,0,CONCACAF,1999-12-22
140.0,Benin,BEN,204.0,212.0,1,CAF,1999-12-22
135.0,Fiji,FIJ,227.0,237.0,3,OFC,1999-12-22
134.0,Madagascar,MAD,231.0,231.0,0,CAF,1999-12-22
133.0,Burundi,BDI,239.0,239.0,2,CAF,1999-12-22
132.0,Sudan,SDN,244.0,255.0,3,CAF,1999-12-22
131.0,Libya,LBY,247.0,214.0,-7,CAF,1999-12-22
130.0,Bangladesh,BAN,247.0,229.0,-5,AFC,1999-12-22
129.0,Turkmenistan,TKM,251.0,276.0,7,AFC,1999-12-22
128.0,Tanzania,TAN,253.0,262.0,2,CAF,1999-12-22
127.0,Eswatini,SWZ,253.0,253.0,-3,CAF,1999-12-22
136.0,Bahrain,BHR,223.0,235.0,3,AFC,1999-12-22
126.0,Myanmar,MYA,254.0,260.0,-1,AFC,1999-12-22
161.0,British Virgin Islands,VGB,141.0,141.0,0,CONCACAF,2000-01-19
160.0,Mauritania,MTN,145.0,145.0,0,CAF,2000-01-19
159.0,Kyrgyz Republic,KGZ,147.0,147.0,0,AFC,2000-01-19
154.0,Lesotho,LES,170.0,170.0,0,CAF,2000-01-19
157.0,Nepal,NEP,159.0,160.0,0,AFC,2000-01-19
156.0,Laos,LAO,164.0,164.0,0,AFC,2000-01-19
155.0,Dominican Republic,DOM,165.0,165.0,0,CONCACAF,2000-01-19
158.0,Yemen,YEM,149.0,149.0,0,AFC,2000-01-19
162.0,Suriname,SUR,138.0,138.0,0,CONCACAF,2000-01-19
129.0,Eswatini,SWZ,253.0,253.0,2,CAF,2000-01-19
164.0,Niger,NIG,137.0,137.0,0,CAF,2000-01-19
165.0,Botswana,BOT,130.0,131.0,0,CAF,2000-01-19
166.0,Chad,CHA,127.0,127.0,0,CAF,2000-01-19
168.0,Eritrea,ERI,118.0,118.0,-1,CAF,2000-01-19
169.0,Cambodia,CAM,118.0,118.0,1,AFC,2000-01-19
170.0,Palestine,PLE,114.0,114.0,0,AFC,2000-01-19
171.0,Guyana,GUY,107.0,107.0,0,CONCACAF,2000-01-19
172.0,Korea DPR,PRK,106.0,106.0,0,AFC,2000-01-19
173.0,Guinea-Bissau,GNB,93.0,93.0,0,CAF,2000-01-19
174.0,Chinese Taipei,TPE,91.0,91.0,0,AFC,2000-01-19
163.0,Bermuda,BER,137.0,137.0,0,CONCACAF,2000-01-19
153.0,Sri Lanka,SRI,173.0,173.0,0,AFC,2000-01-19
142.0,St Vincent and the Grenadines,VIN,198.0,199.0,1,CONCACAF,2000-01-19
151.0,San Marino,SMR,175.0,175.0,1,UEFA,2000-01-19
175.0,Central African Republic,CTA,87.0,87.0,0,CAF,2000-01-19
131.0,Bangladesh,BAN,247.0,247.0,1,AFC,2000-01-19
132.0,Sudan,SDN,244.0,244.0,0,CAF,2000-01-19
133.0,Burundi,BDI,238.0,239.0,0,CAF,2000-01-19
134.0,Madagascar,MAD,231.0,231.0,0,CAF,2000-01-19
135.0,Fiji,FIJ,227.0,227.0,0,OFC,2000-01-19
136.0,Bahrain,BHR,223.0,223.0,0,AFC,2000-01-19
137.0,St Kitts and Nevis,SKN,217.0,217.0,0,CONCACAF,2000-01-19
138.0,St Lucia,LCA,214.0,174.0,-14,CONCACAF,2000-01-19
152.0,The Gambia,GAM,174.0,174.0,1,CAF,2000-01-19
139.0,Panama,PAN,214.0,214.0,1,CONCACAF,2000-01-19
141.0,Benin,BEN,204.0,204.0,1,CAF,2000-01-19
143.0,Ethiopia,ETH,188.0,188.0,1,CAF,2000-01-19
144.0,Maldives,MDV,185.0,185.0,1,AFC,2000-01-19
145.0,Solomon Islands,SOL,182.0,182.0,1,OFC,2000-01-19
146.0,Andorra,AND,180.0,180.0,1,UEFA,2000-01-19
147.0,Rwanda,RWA,180.0,180.0,1,CAF,2000-01-19
148.0,Dominica,DMA,178.0,175.0,-1,CONCACAF,2000-01-19
149.0,Antigua and Barbuda,ATG,176.0,176.0,2,CONCACAF,2000-01-19
150.0,Cayman Islands,CAY,176.0,176.0,2,CONCACAF,2000-01-19
140.0,Tahiti,TAH,210.0,210.0,1,OFC,2000-01-19
130.0,Turkmenistan,TKM,251.0,251.0,1,AFC,2000-01-19
199.0,Mongolia,MNG,6.0,6.0,1,AFC,2000-01-19
177.0,Cabo Verde,CPV,80.0,80.0,0,CAF,2000-01-19
27.0,Ukraine,UKR,609.0,609.0,0,UEFA,2000-01-19
26.0,Israel,ISR,609.0,609.0,0,UEFA,2000-01-19
25.0,Morocco,MAR,613.0,615.0,1,CAF,2000-01-19
24.0,Colombia,COL,614.0,614.0,-1,CONMEBOL,2000-01-19
23.0,Chile,CHI,618.0,618.0,0,CONMEBOL,2000-01-19
22.0,USA,USA,619.0,620.0,0,CONCACAF,2000-01-19
21.0,Slovakia,SVK,626.0,626.0,0,UEFA,2000-01-19
